MODEL_CATALOG	MODEL_SCHEMA	MODEL_NAME	ATTRIBUTE_NAME	NODE_NAME	NODE_UNIQUE_NAME	NODE_TYPE	NODE_GUID	NODE_CAPTION	CHILDREN_CARDINALITY	PARENT_UNIQUE_NAME	NODE_DESCRIPTION	NODE_RULE	MARGINAL_RULE	NODE_PROBABILITY	MARGINAL_PROBABILITY	NODE_DISTRIBUTION	NODE_SUPPORT	MSOLAP_MODEL_COLUMN	MSOLAP_NODE_SCORE	MSOLAP_NODE_SHORT_CAPTION
Analysis Services Project2		Process Events		163	163	7		Parent = spoolsv.exe, Process = zshp1020.exe	0	0	Parent = spoolsv.exe, Process = zshp1020.exe			0,0026688114649215809	0,0026688114649215809	NODE_DISTRIBUTION	438		0,0031185379981359886	
Analysis Services Project2		Process Events		289	289	7		Process = rundll32.exe, Parent = Explorer.EXE	0	0	Process = rundll32.exe, Parent = Explorer.EXE			0,002650531934339926	0,002650531934339926	NODE_DISTRIBUTION	435		0,54548300192754506	
Analysis Services Project2		Process Events		298	298	7		Process = wmiprvse.exe, Parent = Unknown Process	0	0	Process = wmiprvse.exe, Parent = Unknown Process			0,002650531934339926	0,002650531934339926	NODE_DISTRIBUTION	435		5,87362092847969	
Analysis Services Project2		Process Events		36	36	7		User Name = velichay_nv	0	0	User Name = velichay_nv			0,0026444387574793746	0,0026444387574793746	NODE_DISTRIBUTION	434		1	
Analysis Services Project2		Process Events		155	155	7		User Name = velichay_nv, User Domain Name = ACH	0	0	User Name = velichay_nv, User Domain Name = ACH			0,0026444387574793746	0,0026444387574793746	NODE_DISTRIBUTION	434		0,16229176568079065	
Analysis Services Project2		Process Events		35	35	7		Process = spr_view.exe	0	0	Process = spr_view.exe			0,0026322524037582715	0,0026322524037582715	NODE_DISTRIBUTION	432		1	
Analysis Services Project2		Process Events		177	177	7		User Domain Name = , Parent = Unknown Process	0	0	User Domain Name = , Parent = Unknown Process			0,0026322524037582715	0,0026322524037582715	NODE_DISTRIBUTION	432		0,81629246662180277	
Analysis Services Project2		Process Events		152	152	7		Process = spr_view.exe, User Domain Name = ACH	0	0	Process = spr_view.exe, User Domain Name = ACH			0,0026322524037582715	0,0026322524037582715	NODE_DISTRIBUTION	432		0,16229176568079065	
Analysis Services Project2		Process Events		34	34	7		Process = HelpSvc.exe	0	0	Process = HelpSvc.exe			0,0025652274582922043	0,0025652274582922043	NODE_DISTRIBUTION	421		1	
Analysis Services Project2		Process Events		293	293	7		Process = rundll32.exe, Parent = Explorer.EXE, User Domain Name = ACH	0	0	Process = rundll32.exe, Parent = Explorer.EXE, User Domain Name = ACH			0,002559134281431653	0,002559134281431653	NODE_DISTRIBUTION	420		0,0023013533657528129	
Analysis Services Project2		Process Events		33	33	7		User Name = Tulukov	0	0	User Name = Tulukov			0,00254694792771055	0,00254694792771055	NODE_DISTRIBUTION	418		1	
Analysis Services Project2		Process Events		148	148	7		User Name = Tulukov, User Domain Name = ACH	0	0	User Name = Tulukov, User Domain Name = ACH			0,00254694792771055	0,00254694792771055	NODE_DISTRIBUTION	418		0,16229176568079065	
Analysis Services Project2		Process Events		253	253	7		Process = service.exe, Duration = 30083 - 37171	0	0	Process = service.exe, Duration = 30083 - 37171			0,0025164820434077921	0,0025164820434077921	NODE_DISTRIBUTION	413		0,15953825463147095	
Analysis Services Project2		Process Events		255	255	7		Process = service.exe, Duration = 30083 - 37171, Parent = Unknown Process	0	0	Process = service.exe, Duration = 30083 - 37171, Parent = Unknown Process			0,0025164820434077921	0,0025164820434077921	NODE_DISTRIBUTION	413		0,0043364426659142918	
Analysis Services Project2		Process Events		32	32	7		Process = WinMgmt.exe	0	0	Process = WinMgmt.exe			0,002486016159105034	0,002486016159105034	NODE_DISTRIBUTION	408		1	
Analysis Services Project2		Process Events		184	184	7		User Name = Gorelikov_DV, Parent = Explorer.EXE	0	0	User Name = Gorelikov_DV, Parent = Explorer.EXE			0,002486016159105034	0,002486016159105034	NODE_DISTRIBUTION	408		0,14701294549187349	
Analysis Services Project2		Process Events		186	186	7		User Name = Gorelikov_DV, Parent = Explorer.EXE, User Domain Name = ACH	0	0	User Name = Gorelikov_DV, Parent = Explorer.EXE, User Domain Name = ACH			0,002486016159105034	0,002486016159105034	NODE_DISTRIBUTION	408		0,00056167954098081325	
Analysis Services Project2		Process Events		31	31	7		Process = igfxsrvc.exe	0	0	Process = igfxsrvc.exe			0,0024616434516628281	0,0024616434516628281	NODE_DISTRIBUTION	404		1	
Analysis Services Project2		Process Events		30	30	7		Process = wuauclt.exe	0	0	Process = wuauclt.exe			0,0024372707442206218	0,0024372707442206218	NODE_DISTRIBUTION	400		1	
Analysis Services Project2		Process Events		171	171	7		Process = dfrgntfs.exe, Parent = svchost.exe	0	0	Process = dfrgntfs.exe, Parent = svchost.exe			0,0023885253293362092	0,0023885253293362092	NODE_DISTRIBUTION	392		0,24127088685070056	
Analysis Services Project2		Process Events		170	170	7		Process = defrag.exe, Parent = svchost.exe	0	0	Process = defrag.exe, Parent = svchost.exe			0,002376338975615106	0,002376338975615106	NODE_DISTRIBUTION	390		0,24152036011612657	
Analysis Services Project2		Process Events		334	334	7		Duration = 17332 - 30083, User Domain Name = ACH, Parent = Unknown Process	0	0	Duration = 17332 - 30083, User Domain Name = ACH, Parent = Unknown Process			0,002339779914451797	0,002339779914451797	NODE_DISTRIBUTION	384		0,17878651344127775	
Analysis Services Project2		Process Events		144	144	7		Process = sspipes.scr, Parent = Unknown Process	0	0	Process = sspipes.scr, Parent = Unknown Process			0,0023275935607306938	0,0023275935607306938	NODE_DISTRIBUTION	382		0,64116062832839793	
Analysis Services Project2		Process Events		29	29	7		Process = sspipes.scr	0	0	Process = sspipes.scr			0,0023275935607306938	0,0023275935607306938	NODE_DISTRIBUTION	382		1	
Analysis Services Project2		Process Events		28	28	7		Process = F1Shell.run	0	0	Process = F1Shell.run			0,002321500383870142	0,002321500383870142	NODE_DISTRIBUTION	381		1	
Analysis Services Project2		Process Events		143	143	7		Process = F1Shell.run, User Domain Name = ACH	0	0	Process = F1Shell.run, User Domain Name = ACH			0,002321500383870142	0,002321500383870142	NODE_DISTRIBUTION	381		0,16229176568079068	
Analysis Services Project2		Process Events		27	27	7		Parent = prognoz.exe	0	0	Parent = prognoz.exe			0,0022971276764279362	0,0022971276764279362	NODE_DISTRIBUTION	377		1	
Analysis Services Project2		Process Events		139	139	7		Parent = prognoz.exe, User Domain Name = ACH	0	0	Parent = prognoz.exe, User Domain Name = ACH			0,0022971276764279362	0,0022971276764279362	NODE_DISTRIBUTION	377		0,16229176568079068	
Analysis Services Project2		Process Events		137	137	7		Parent = prognoz.exe, Process = spr_view.exe	0	0	Parent = prognoz.exe, Process = spr_view.exe			0,0022910344995673844	0,0022910344995673844	NODE_DISTRIBUTION	376		0,0026392530750448629	
Analysis Services Project2		Process Events		141	141	7		Parent = prognoz.exe, Process = spr_view.exe, User Domain Name = ACH	0	0	Parent = prognoz.exe, Process = spr_view.exe, User Domain Name = ACH			0,0022910344995673844	0,0022910344995673844	NODE_DISTRIBUTION	376		0,00037280490660170166	
Analysis Services Project2		Process Events		26	26	7		Process = SetRefresh.exe	0	0	Process = SetRefresh.exe			0,002284941322706833	0,002284941322706833	NODE_DISTRIBUTION	375		1	
Analysis Services Project2		Process Events		25	25	7		User Name = Kuzina_AV	0	0	User Name = Kuzina_AV			0,00227275496898573	0,00227275496898573	NODE_DISTRIBUTION	373		1	
Analysis Services Project2		Process Events		132	132	7		User Name = Kuzina_AV, User Domain Name = ACH	0	0	User Name = Kuzina_AV, User Domain Name = ACH			0,00227275496898573	0,00227275496898573	NODE_DISTRIBUTION	373		0,16229176568079065	
Analysis Services Project2		Process Events		24	24	7		User Name = 	0	0	User Name = 			0,0022666617921251781	0,0022666617921251781	NODE_DISTRIBUTION	372		1	
Analysis Services Project2		Process Events		121	121	7		User Name = , User Domain Name = 	0	0	User Name = , User Domain Name = 			0,0022666617921251781	0,0022666617921251781	NODE_DISTRIBUTION	372		0,0033512472733033551	
Analysis Services Project2		Process Events		23	23	7		User Name = dispetcher	0	0	User Name = dispetcher			0,0022605686152646267	0,0022605686152646267	NODE_DISTRIBUTION	371		1	
Analysis Services Project2		Process Events		120	120	7		User Name = dispetcher, User Domain Name = ACH	0	0	User Name = dispetcher, User Domain Name = ACH			0,0022605686152646267	0,0022605686152646267	NODE_DISTRIBUTION	371		0,16229176568079065	
Analysis Services Project2		Process Events		135	135	7		Process = SetRefresh.exe, User Domain Name = ACH	0	0	Process = SetRefresh.exe, User Domain Name = ACH			0,0022544754384040749	0,0022544754384040749	NODE_DISTRIBUTION	370		0,16448489764944999	
Analysis Services Project2		Process Events		146	146	7		Process = igfxsrvc.exe, Parent = svchost.exe	0	0	Process = igfxsrvc.exe, Parent = svchost.exe			0,0022483822615435235	0,0022483822615435235	NODE_DISTRIBUTION	369		0,21089413126671272	
Analysis Services Project2		Process Events		153	153	7		Process = spr_view.exe, User Name = Rumiancev_UA, User Domain Name = ACH	0	0	Process = spr_view.exe, User Name = Rumiancev_UA, User Domain Name = ACH			0,0022422890846829722	0,0022422890846829722	NODE_DISTRIBUTION	368		0,00042719289032343538	
Analysis Services Project2		Process Events		140	140	7		Parent = prognoz.exe, Process = spr_view.exe, User Name = Rumiancev_UA	0	0	Parent = prognoz.exe, Process = spr_view.exe, User Name = Rumiancev_UA			0,0022422890846829722	0,0022422890846829722	NODE_DISTRIBUTION	368		1,1540974447234305E-05	
Analysis Services Project2		Process Events		151	151	7		Process = spr_view.exe, User Name = Rumiancev_UA	0	0	Process = spr_view.exe, User Name = Rumiancev_UA			0,0022422890846829722	0,0022422890846829722	NODE_DISTRIBUTION	368		0,0057723578528068612	
Analysis Services Project2		Process Events		138	138	7		Parent = prognoz.exe, User Name = Rumiancev_UA	0	0	Parent = prognoz.exe, User Name = Rumiancev_UA			0,0022422890846829722	0,0022422890846829722	NODE_DISTRIBUTION	368		0,0050374511817319143	
Analysis Services Project2		Process Events		142	142	7		Parent = prognoz.exe, User Name = Rumiancev_UA, User Domain Name = ACH	0	0	Parent = prognoz.exe, User Name = Rumiancev_UA, User Domain Name = ACH			0,0022422890846829722	0,0022422890846829722	NODE_DISTRIBUTION	368		0,00037280490660170177	
Analysis Services Project2		Process Events		119	119	7		Process = ssstars.scr, Parent = Unknown Process	0	0	Process = ssstars.scr, Parent = Unknown Process			0,0022422890846829722	0,0022422890846829722	NODE_DISTRIBUTION	368		0,64116062832839793	
Analysis Services Project2		Process Events		282	282	7		Duration >= 37171, Parent = Explorer.EXE	0	0	Duration >= 37171, Parent = Explorer.EXE			0,0022422890846829722	0,0022422890846829722	NODE_DISTRIBUTION	368		0,48926479926691135	
Analysis Services Project2		Process Events		22	22	7		Process = ssstars.scr	0	0	Process = ssstars.scr			0,0022422890846829722	0,0022422890846829722	NODE_DISTRIBUTION	368		1	
Analysis Services Project2		Process Events		286	286	7		Duration >= 37171, Parent = Explorer.EXE, User Domain Name = ACH	0	0	Duration >= 37171, Parent = Explorer.EXE, User Domain Name = ACH			0,0022422890846829722	0,0022422890846829722	NODE_DISTRIBUTION	368		0,0016860274953737439	
Analysis Services Project2		Process Events		258	258	7		Process = explorer.exe, Duration = 30083 - 37171	0	0	Process = explorer.exe, Duration = 30083 - 37171			0,0022361959078224204	0,0022361959078224204	NODE_DISTRIBUTION	367		0,19490047252171489	
Analysis Services Project2		Process Events		249	249	7		Process = spoolsv.exe, Duration = 30083 - 37171, Parent = Unknown Process	0	0	Process = spoolsv.exe, Duration = 30083 - 37171, Parent = Unknown Process			0,0022240095541013172	0,0022240095541013172	NODE_DISTRIBUTION	365		0,0037699704257723346	
Analysis Services Project2		Process Events		278	278	7		Parent = userinit.exe, Duration = 30083 - 37171	0	0	Parent = userinit.exe, Duration = 30083 - 37171			0,0022240095541013172	0,0022240095541013172	NODE_DISTRIBUTION	365		0,2696395360037474	
Analysis Services Project2		Process Events		247	247	7		Process = spoolsv.exe, Duration = 30083 - 37171	0	0	Process = spoolsv.exe, Duration = 30083 - 37171			0,0022240095541013172	0,0022240095541013172	NODE_DISTRIBUTION	365		0,15693736564753694	
Analysis Services Project2		Process Events		280	280	7		Parent = userinit.exe, Duration = 30083 - 37171, User Domain Name = ACH	0	0	Parent = userinit.exe, Duration = 30083 - 37171, User Domain Name = ACH			0,0022179163772407659	0,0022179163772407659	NODE_DISTRIBUTION	364		0,0016440547506933851	
Analysis Services Project2		Process Events		244	244	7		Process = DevService.exe, Duration = 30083 - 37171	0	0	Process = DevService.exe, Duration = 30083 - 37171			0,0022179163772407659	0,0022179163772407659	NODE_DISTRIBUTION	364		0,15655313136393825	
Analysis Services Project2		Process Events		246	246	7		Process = DevService.exe, Duration = 30083 - 37171, Parent = Unknown Process	0	0	Process = DevService.exe, Duration = 30083 - 37171, Parent = Unknown Process			0,0022179163772407659	0,0022179163772407659	NODE_DISTRIBUTION	364		0,0037504369002501984	
Analysis Services Project2		Process Events		260	260	7		Process = explorer.exe, Parent = userinit.exe, Duration = 30083 - 37171	0	0	Process = explorer.exe, Parent = userinit.exe, Duration = 30083 - 37171			0,0022179163772407659	0,0022179163772407659	NODE_DISTRIBUTION	364		0,001094378500341603	
Analysis Services Project2		Process Events		262	262	7		Process = explorer.exe, Duration = 30083 - 37171, User Domain Name = ACH	0	0	Process = explorer.exe, Duration = 30083 - 37171, User Domain Name = ACH			0,0022179163772407659	0,0022179163772407659	NODE_DISTRIBUTION	364		0,0012014120869720724	
Analysis Services Project2		Process Events		337	337	7		Duration = 2827 - 17332, Parent = svchost.exe	0	0	Duration = 2827 - 17332, Parent = svchost.exe			0,0022118232003802141	0,0022118232003802141	NODE_DISTRIBUTION	363		4,1353050014373522	
Analysis Services Project2		Process Events		230	230	7		Process = mobsync.exe, Parent = Unknown Process	0	0	Process = mobsync.exe, Parent = Unknown Process			0,0022057300235196627	0,0022057300235196627	NODE_DISTRIBUTION	362		1,4771490718947069	
Analysis Services Project2		Process Events		21	21	7		Process = agentsvr.exe	0	0	Process = agentsvr.exe			0,0021996368466591109	0,0021996368466591109	NODE_DISTRIBUTION	361		1	
Analysis Services Project2		Process Events		20	20	7		User Name = Buychuk_MV	0	0	User Name = Buychuk_MV			0,0021996368466591109	0,0021996368466591109	NODE_DISTRIBUTION	361		1	
Analysis Services Project2		Process Events		118	118	7		User Name = Buychuk_MV, User Domain Name = ACH	0	0	User Name = Buychuk_MV, User Domain Name = ACH			0,0021996368466591109	0,0021996368466591109	NODE_DISTRIBUTION	361		0,16229176568079068	
Analysis Services Project2		Process Events		134	134	7		Process = SetRefresh.exe, Parent = Explorer.EXE	0	0	Process = SetRefresh.exe, Parent = Explorer.EXE			0,0021935436697985596	0,0021935436697985596	NODE_DISTRIBUTION	360		0,11000088351064477	
Analysis Services Project2		Process Events		136	136	7		Process = SetRefresh.exe, Parent = Explorer.EXE, User Domain Name = ACH	0	0	Process = SetRefresh.exe, Parent = Explorer.EXE, User Domain Name = ACH			0,002175264139216905	0,002175264139216905	NODE_DISTRIBUTION	357		0,00037394335637555619	
Analysis Services Project2		Process Events		172	172	7		Process = IEXPLORE.EXE, Parent = Explorer.EXE	0	0	Process = IEXPLORE.EXE, Parent = Explorer.EXE			0,00215698460863525	0,00215698460863525	NODE_DISTRIBUTION	354		0,16347249942734465	
Analysis Services Project2		Process Events		127	127	7		User Name = , User Domain Name = , Parent = Unknown Process	0	0	User Name = , User Domain Name = , Parent = Unknown Process			0,0021447982549141469	0,0021447982549141469	NODE_DISTRIBUTION	352		0,0015358678385541649	
Analysis Services Project2		Process Events		124	124	7		User Name = , Parent = Unknown Process	0	0	User Name = , Parent = Unknown Process			0,0021447982549141469	0,0021447982549141469	NODE_DISTRIBUTION	352		0,67759020948342052	
Analysis Services Project2		Process Events		174	174	7		Process = IEXPLORE.EXE, Parent = Explorer.EXE, User Domain Name = ACH	0	0	Process = IEXPLORE.EXE, Parent = Explorer.EXE, User Domain Name = ACH			0,0021447982549141469	0,0021447982549141469	NODE_DISTRIBUTION	352		0,00054498108151583471	
Analysis Services Project2		Process Events		176	176	7		User Domain Name = , Duration = 2827 - 17332	0	0	User Domain Name = , Duration = 2827 - 17332			0,0021387050780535956	0,0021387050780535956	NODE_DISTRIBUTION	351		0,074405327637757965	
Analysis Services Project2		Process Events		116	116	7		User Name = Karpov_PS, User Domain Name = ACH	0	0	User Name = Karpov_PS, User Domain Name = ACH			0,0021265187243324924	0,0021265187243324924	NODE_DISTRIBUTION	349		0,16229176568079065	
Analysis Services Project2		Process Events		19	19	7		User Name = Karpov_PS	0	0	User Name = Karpov_PS			0,0021265187243324924	0,0021265187243324924	NODE_DISTRIBUTION	349		1	
Analysis Services Project2		Process Events		114	114	7		User Name = Grosheva, User Domain Name = ACH	0	0	User Name = Grosheva, User Domain Name = ACH			0,0020960528400297347	0,0020960528400297347	NODE_DISTRIBUTION	344		0,16229176568079065	
Analysis Services Project2		Process Events		18	18	7		User Name = Grosheva	0	0	User Name = Grosheva			0,0020960528400297347	0,0020960528400297347	NODE_DISTRIBUTION	344		1	
Analysis Services Project2		Process Events		113	113	7		User Name = Ushakova, User Domain Name = ACH	0	0	User Name = Ushakova, User Domain Name = ACH			0,0020899596631691829	0,0020899596631691829	NODE_DISTRIBUTION	343		0,16229176568079068	
Analysis Services Project2		Process Events		308	308	7		Process = Unknown Process, Duration = 2827 - 17332, User Domain Name = ACH	0	0	Process = Unknown Process, Duration = 2827 - 17332, User Domain Name = ACH			0,0020899596631691829	0,0020899596631691829	NODE_DISTRIBUTION	343		0,023121763294575874	
Analysis Services Project2		Process Events		17	17	7		User Name = Ushakova	0	0	User Name = Ushakova			0,0020899596631691829	0,0020899596631691829	NODE_DISTRIBUTION	343		1	
Analysis Services Project2		Process Events		150	150	7		Process = HelpSvc.exe, Parent = svchost.exe	0	0	Process = HelpSvc.exe, Parent = svchost.exe			0,0020899596631691829	0,0020899596631691829	NODE_DISTRIBUTION	343		0,2364272176063891	
Analysis Services Project2		Process Events		295	295	7		Process = wmiprvse.exe, Duration = 17332 - 30083	0	0	Process = wmiprvse.exe, Duration = 17332 - 30083			0,0020838664863086316	0,0020838664863086316	NODE_DISTRIBUTION	342		0,49393295966124506	
Analysis Services Project2		Process Events		196	196	7		User Name = Karaseva, User Domain Name = ACH, Parent = Unknown Process	0	0	User Name = Karaseva, User Domain Name = ACH, Parent = Unknown Process			0,00207777330944808	0,00207777330944808	NODE_DISTRIBUTION	341		0,0042490401637392894	
Analysis Services Project2		Process Events		195	195	7		User Name = Karaseva, Parent = Unknown Process	0	0	User Name = Karaseva, Parent = Unknown Process			0,00207777330944808	0,00207777330944808	NODE_DISTRIBUTION	341		1,1450639960469042	
Analysis Services Project2		Process Events		180	180	7		User Domain Name = , Duration = 2827 - 17332, Parent = Unknown Process	0	0	User Domain Name = , Duration = 2827 - 17332, Parent = Unknown Process			0,0020594937788664253	0,0020594937788664253	NODE_DISTRIBUTION	338		0,0022313296461825096	
Analysis Services Project2		Process Events		145	145	7		Process = wuauclt.exe, Parent = svchost.exe	0	0	Process = wuauclt.exe, Parent = svchost.exe			0,0020534006020058739	0,0020534006020058739	NODE_DISTRIBUTION	337		0,22863335322565734	
Analysis Services Project2		Process Events		235	235	7		Process = CcmExec.exe, Duration = 30083 - 37171	0	0	Process = CcmExec.exe, Duration = 30083 - 37171			0,0020473074251453221	0,0020473074251453221	NODE_DISTRIBUTION	336		0,1547592934003931	
Analysis Services Project2		Process Events		237	237	7		Process = CcmExec.exe, Duration = 30083 - 37171, Parent = Unknown Process	0	0	Process = CcmExec.exe, Duration = 30083 - 37171, Parent = Unknown Process			0,0020473074251453221	0,0020473074251453221	NODE_DISTRIBUTION	336		0,0034222736714783061	
Analysis Services Project2		Process Events		285	285	7		Duration >= 37171, Process = svchost.exe, Parent = Unknown Process	0	0	Duration >= 37171, Process = svchost.exe, Parent = Unknown Process			0,0020412142482847707	0,0020412142482847707	NODE_DISTRIBUTION	335		0,0066609322030485281	
Analysis Services Project2		Process Events		281	281	7		Duration >= 37171, Process = svchost.exe	0	0	Duration >= 37171, Process = svchost.exe			0,0020412142482847707	0,0020412142482847707	NODE_DISTRIBUTION	335		0,14516502778397705	
Analysis Services Project2		Process Events		16	16	7		User Name = Bondarenko_LV	0	0	User Name = Bondarenko_LV			0,0020351210714242189	0,0020351210714242189	NODE_DISTRIBUTION	334		1	
Analysis Services Project2		Process Events		112	112	7		User Name = Bondarenko_LV, User Domain Name = ACH	0	0	User Name = Bondarenko_LV, User Domain Name = ACH			0,0020351210714242189	0,0020351210714242189	NODE_DISTRIBUTION	334		0,16229176568079068	
Analysis Services Project2		Process Events		147	147	7		User Name = Tulukov, Parent = Explorer.EXE	0	0	User Name = Tulukov, Parent = Explorer.EXE			0,0020229347177031162	0,0020229347177031162	NODE_DISTRIBUTION	332		0,13295528474443233	
Analysis Services Project2		Process Events		149	149	7		User Name = Tulukov, Parent = Explorer.EXE, User Domain Name = ACH	0	0	User Name = Tulukov, Parent = Explorer.EXE, User Domain Name = ACH			0,0020229347177031162	0,0020229347177031162	NODE_DISTRIBUTION	332		0,00041334867628517593	
Analysis Services Project2		Process Events		123	123	7		User Name = , Duration = 2827 - 17332	0	0	User Name = , Duration = 2827 - 17332			0,0020107483639820131	0,0020107483639820131	NODE_DISTRIBUTION	330		0,053527561654640961	
Analysis Services Project2		Process Events		126	126	7		User Name = , User Domain Name = , Duration = 2827 - 17332	0	0	User Name = , User Domain Name = , Duration = 2827 - 17332			0,0020107483639820131	0,0020107483639820131	NODE_DISTRIBUTION	330		0,00012132887882819945	
Analysis Services Project2		Process Events		130	130	7		User Name = , Duration = 2827 - 17332, Parent = Unknown Process	0	0	User Name = , Duration = 2827 - 17332, Parent = Unknown Process			0,0020046551871214613	0,0020046551871214613	NODE_DISTRIBUTION	329		0,0014577116067461826	
Analysis Services Project2		Process Events		15	15	7		User Name = Martinova	0	0	User Name = Martinova			0,00199856201026091	0,00199856201026091	NODE_DISTRIBUTION	328		1	
Analysis Services Project2		Process Events		111	111	7		User Name = Martinova, User Domain Name = ACH	0	0	User Name = Martinova, User Domain Name = ACH			0,00199856201026091	0,00199856201026091	NODE_DISTRIBUTION	328		0,16229176568079065	
Analysis Services Project2		Process Events		299	299	7		Process = wmiprvse.exe, Duration = 17332 - 30083, Parent = svchost.exe	0	0	Process = wmiprvse.exe, Duration = 17332 - 30083, Parent = svchost.exe			0,0019924688334003581	0,0019924688334003581	NODE_DISTRIBUTION	327		0,0048917016233941905	
Analysis Services Project2		Process Events		306	306	7		Process = Unknown Process, Duration = 17332 - 30083, User Domain Name = ACH	0	0	Process = Unknown Process, Duration = 17332 - 30083, User Domain Name = ACH			0,0019863756565398068	0,0019863756565398068	NODE_DISTRIBUTION	326		0,00847335059544651	
Analysis Services Project2		Process Events		14	14	7		Process = spider.exe	0	0	Process = spider.exe			0,0019741893028187036	0,0019741893028187036	NODE_DISTRIBUTION	324		1	
Analysis Services Project2		Process Events		229	229	7		Process = mobsync.exe, User Domain Name = ACH	0	0	Process = mobsync.exe, User Domain Name = ACH			0,0019620029490976004	0,0019620029490976004	NODE_DISTRIBUTION	322		0,42034575334714108	
Analysis Services Project2		Process Events		109	109	7		Process = spider.exe, User Domain Name = ACH	0	0	Process = spider.exe, User Domain Name = ACH			0,0019437234185159459	0,0019437234185159459	NODE_DISTRIBUTION	319		0,16483552376356167	
Analysis Services Project2		Process Events		350	350	7		Duration = 30083 - 37171, Process = klnagent.exe, Parent = Unknown Process	0	0	Duration = 30083 - 37171, Process = klnagent.exe, Parent = Unknown Process			0,0019376302416553943	0,0019376302416553943	NODE_DISTRIBUTION	318		0,038059121127330654	
Analysis Services Project2		Process Events		346	346	7		Duration = 30083 - 37171, Process = klnagent.exe	0	0	Duration = 30083 - 37171, Process = klnagent.exe			0,0019376302416553943	0,0019376302416553943	NODE_DISTRIBUTION	318		6,6678895557660205	
Analysis Services Project2		Process Events		156	156	7		User Name = velichay_nv, Parent = Explorer.EXE, User Domain Name = ACH	0	0	User Name = velichay_nv, Parent = Explorer.EXE, User Domain Name = ACH			0,0019193507110737396	0,0019193507110737396	NODE_DISTRIBUTION	315		0,00042917063518604394	
Analysis Services Project2		Process Events		154	154	7		User Name = velichay_nv, Parent = Explorer.EXE	0	0	User Name = velichay_nv, Parent = Explorer.EXE			0,0019193507110737396	0,0019193507110737396	NODE_DISTRIBUTION	315		0,14549450192341284	
Analysis Services Project2		Process Events		198	198	7		User Name = Neveshkina_EV, Process = WINWORD.EXE	0	0	User Name = Neveshkina_EV, Process = WINWORD.EXE			0,0019071643573526365	0,0019071643573526365	NODE_DISTRIBUTION	313		0,073296771157447024	
Analysis Services Project2		Process Events		202	202	7		User Name = Neveshkina_EV, Process = WINWORD.EXE, User Domain Name = ACH	0	0	User Name = Neveshkina_EV, Process = WINWORD.EXE, User Domain Name = ACH			0,0019071643573526365	0,0019071643573526365	NODE_DISTRIBUTION	313		0,00065562242195471685	
Analysis Services Project2		Process Events		128	128	7		User Name = , Process = Unknown Process, Duration = 2827 - 17332	0	0	User Name = , Process = Unknown Process, Duration = 2827 - 17332			0,0019010711804920849	0,0019010711804920849	NODE_DISTRIBUTION	312		0,00010763045702501564	
Analysis Services Project2		Process Events		175	175	7		User Domain Name = , Process = Unknown Process	0	0	User Domain Name = , Process = Unknown Process			0,0019010711804920849	0,0019010711804920849	NODE_DISTRIBUTION	312		0,042986190986410343	
Analysis Services Project2		Process Events		129	129	7		User Name = , Process = Unknown Process, Parent = Unknown Process	0	0	User Name = , Process = Unknown Process, Parent = Unknown Process			0,0019010711804920849	0,0019010711804920849	NODE_DISTRIBUTION	312		0,0014532942988469517	
Analysis Services Project2		Process Events		122	122	7		User Name = , Process = Unknown Process	0	0	User Name = , Process = Unknown Process			0,0019010711804920849	0,0019010711804920849	NODE_DISTRIBUTION	312		0,029074296448990272	
Analysis Services Project2		Process Events		228	228	7		Process = mobsync.exe, Parent = Explorer.EXE	0	0	Process = mobsync.exe, Parent = Explorer.EXE			0,0019010711804920849	0,0019010711804920849	NODE_DISTRIBUTION	312		0,28227919030116233	
Analysis Services Project2		Process Events		125	125	7		User Name = , User Domain Name = , Process = Unknown Process	0	0	User Name = , User Domain Name = , Process = Unknown Process			0,0019010711804920849	0,0019010711804920849	NODE_DISTRIBUTION	312		6,5901596893847E-05	
Analysis Services Project2		Process Events		179	179	7		User Domain Name = , Process = Unknown Process, Parent = Unknown Process	0	0	User Domain Name = , Process = Unknown Process, Parent = Unknown Process			0,0019010711804920849	0,0019010711804920849	NODE_DISTRIBUTION	312		0,0021486878074350093	
Analysis Services Project2		Process Events		178	178	7		User Domain Name = , Process = Unknown Process, Duration = 2827 - 17332	0	0	User Domain Name = , Process = Unknown Process, Duration = 2827 - 17332			0,0019010711804920849	0,0019010711804920849	NODE_DISTRIBUTION	312		0,0001591310520531145	
Analysis Services Project2		Process Events		349	349	7		Duration = 30083 - 37171, User Domain Name = ACH, Parent = Unknown Process	0	0	Duration = 30083 - 37171, User Domain Name = ACH, Parent = Unknown Process			0,0018949780036315335	0,0018949780036315335	NODE_DISTRIBUTION	311		0,37765417298695314	
Analysis Services Project2		Process Events		13	13	7		Parent = garant.exe	0	0	Parent = garant.exe			0,0018949780036315335	0,0018949780036315335	NODE_DISTRIBUTION	311		1	
Analysis Services Project2		Process Events		107	107	7		Parent = garant.exe, User Domain Name = ACH	0	0	Parent = garant.exe, User Domain Name = ACH			0,0018949780036315335	0,0018949780036315335	NODE_DISTRIBUTION	311		0,16229176568079068	
Analysis Services Project2		Process Events		12	12	7		User Name = Chilikin	0	0	User Name = Chilikin			0,0018827916499104304	0,0018827916499104304	NODE_DISTRIBUTION	309		1	
