MODEL_CATALOG	MODEL_SCHEMA	MODEL_NAME	ATTRIBUTE_NAME	NODE_NAME	NODE_UNIQUE_NAME	NODE_TYPE	NODE_GUID	NODE_CAPTION	CHILDREN_CARDINALITY	PARENT_UNIQUE_NAME	NODE_DESCRIPTION	NODE_RULE	MARGINAL_RULE	NODE_PROBABILITY	MARGINAL_PROBABILITY	NODE_DISTRIBUTION	NODE_SUPPORT	MSOLAP_MODEL_COLUMN	MSOLAP_NODE_SCORE	MSOLAP_NODE_SHORT_CAPTION
Analysis Services Project2		Process Events		348	348	7		Duration = 30083 - 37171, Parent = Explorer.EXE, User Domain Name = ACH	0	0	Duration = 30083 - 37171, Parent = Explorer.EXE, User Domain Name = ACH			0,014264127030551188	0,014264127030551188	NODE_DISTRIBUTION	2341		0,009633595225765991	
Analysis Services Project2		Process Events		81	81	7		Process = rundll32.exe	0	0	Process = rundll32.exe			0,013691368405659342	0,013691368405659342	NODE_DISTRIBUTION	2247		1	
Analysis Services Project2		Process Events		80	80	7		Process = logon.scr	0	0	Process = logon.scr			0,01332577779402625	0,01332577779402625	NODE_DISTRIBUTION	2187		1	
Analysis Services Project2		Process Events		288	288	7		Process = logon.scr, Parent = Unknown Process	0	0	Process = logon.scr, Parent = Unknown Process			0,013319684617165697	0,013319684617165697	NODE_DISTRIBUTION	2186		0,64145393145206142	
Analysis Services Project2		Process Events		302	302	7		Process = Unknown Process, Duration = 2827 - 17332	0	0	Process = Unknown Process, Duration = 2827 - 17332			0,012210726428545315	0,012210726428545315	NODE_DISTRIBUTION	2004		0,094826086502825147	
Analysis Services Project2		Process Events		309	309	7		Process = Unknown Process, Duration = 2827 - 17332, Parent = Unknown Process	0	0	Process = Unknown Process, Duration = 2827 - 17332, Parent = Unknown Process			0,012204633251684763	0,012204633251684763	NODE_DISTRIBUTION	2003		0,015642439436419218	
Analysis Services Project2		Process Events		79	79	7		Parent = kavmm.exe	0	0	Parent = kavmm.exe			0,012058397007031527	0,012058397007031527	NODE_DISTRIBUTION	1979		1	
Analysis Services Project2		Process Events		287	287	7		Parent = kavmm.exe, Process = Up2Date.exe	0	0	Parent = kavmm.exe, Process = Up2Date.exe			0,011960906177262701	0,011960906177262701	NODE_DISTRIBUTION	1963		0,014853389690780556	
Analysis Services Project2		Process Events		314	314	7		Process = svchost.exe, Duration = 30083 - 37171	0	0	Process = svchost.exe, Duration = 30083 - 37171			0,010925066110968938	0,010925066110968938	NODE_DISTRIBUTION	1793		0,15497093772129608	
Analysis Services Project2		Process Events		318	318	7		Process = svchost.exe, Duration = 30083 - 37171, Parent = Unknown Process	0	0	Process = svchost.exe, Duration = 30083 - 37171, Parent = Unknown Process			0,010925066110968938	0,010925066110968938	NODE_DISTRIBUTION	1793		0,018287286593824142	
Analysis Services Project2		Process Events		335	335	7		Duration = 2827 - 17332, Parent = Explorer.EXE	0	0	Duration = 2827 - 17332, Parent = Explorer.EXE			0,010815388927479009	0,010815388927479009	NODE_DISTRIBUTION	1775		0,46363234354395305	
Analysis Services Project2		Process Events		329	329	7		Duration = 17332 - 30083, Parent = Explorer.EXE	0	0	Duration = 17332 - 30083, Parent = Explorer.EXE			0,010784923043176251	0,010784923043176251	NODE_DISTRIBUTION	1770		0,41506502865548789	
Analysis Services Project2		Process Events		340	340	7		Duration = 2827 - 17332, Parent = Explorer.EXE, User Domain Name = ACH	0	0	Duration = 2827 - 17332, Parent = Explorer.EXE, User Domain Name = ACH			0,010681339036546875	0,010681339036546875	NODE_DISTRIBUTION	1753		0,0078029960476031744	
Analysis Services Project2		Process Events		333	333	7		Duration = 17332 - 30083, Parent = Explorer.EXE, User Domain Name = ACH	0	0	Duration = 17332 - 30083, Parent = Explorer.EXE, User Domain Name = ACH			0,010669152682825771	0,010669152682825771	NODE_DISTRIBUTION	1751		0,0069542354900702878	
Analysis Services Project2		Process Events		78	78	7		Duration >= 37171	0	0	Duration >= 37171			0,0103888665472404	0,0103888665472404	NODE_DISTRIBUTION	1705		1	
Analysis Services Project2		Process Events		77	77	7		Parent = userinit.exe	0	0	Parent = userinit.exe			0,010102487234794478	0,010102487234794478	NODE_DISTRIBUTION	1658		1	
Analysis Services Project2		Process Events		279	279	7		Parent = userinit.exe, User Domain Name = ACH	0	0	Parent = userinit.exe, User Domain Name = ACH			0,0099684373438623432	0,0099684373438623432	NODE_DISTRIBUTION	1636		0,16447417328774505	
Analysis Services Project2		Process Events		76	76	7		Process = MSPVIEW.EXE	0	0	Process = MSPVIEW.EXE			0,0090118085767557487	0,0090118085767557487	NODE_DISTRIBUTION	1479		1	
Analysis Services Project2		Process Events		277	277	7		Process = MSPVIEW.EXE, User Domain Name = ACH	0	0	Process = MSPVIEW.EXE, User Domain Name = ACH			0,0089996222230346451	0,0089996222230346451	NODE_DISTRIBUTION	1477		0,16251152433438684	
Analysis Services Project2		Process Events		75	75	7		Parent = base32.exe	0	0	Parent = base32.exe			0,0089508768081502342	0,0089508768081502342	NODE_DISTRIBUTION	1469		1	
Analysis Services Project2		Process Events		275	275	7		Parent = base32.exe, User Domain Name = ACH	0	0	Parent = base32.exe, User Domain Name = ACH			0,008932597277568578	0,008932597277568578	NODE_DISTRIBUTION	1466		0,16262387707031481	
Analysis Services Project2		Process Events		269	269	7		User Name = Vdovin_UN, User Domain Name = ACH	0	0	User Name = Vdovin_UN, User Domain Name = ACH			0,008158763816278532	0,008158763816278532	NODE_DISTRIBUTION	1339		0,16229176568079068	
Analysis Services Project2		Process Events		74	74	7		User Name = Vdovin_UN	0	0	User Name = Vdovin_UN			0,008158763816278532	0,008158763816278532	NODE_DISTRIBUTION	1339		1	
Analysis Services Project2		Process Events		73	73	7		User Name = Semjonov_VA	0	0	User Name = Semjonov_VA			0,00811611157825467	0,00811611157825467	NODE_DISTRIBUTION	1332		1	
Analysis Services Project2		Process Events		264	264	7		User Name = Semjonov_VA, User Domain Name = ACH	0	0	User Name = Semjonov_VA, User Domain Name = ACH			0,00811611157825467	0,00811611157825467	NODE_DISTRIBUTION	1332		0,16229176568079065	
Analysis Services Project2		Process Events		274	274	7		Parent = base32.exe, Process = MSPVIEW.EXE	0	0	Parent = base32.exe, Process = MSPVIEW.EXE			0,0076225642525499949	0,0076225642525499949	NODE_DISTRIBUTION	1251		0,010582211670067303	
Analysis Services Project2		Process Events		276	276	7		Parent = base32.exe, Process = MSPVIEW.EXE, User Domain Name = ACH	0	0	Parent = base32.exe, Process = MSPVIEW.EXE, User Domain Name = ACH			0,0076103778988288913	0,0076103778988288913	NODE_DISTRIBUTION	1249		0,001454979708233797	
Analysis Services Project2		Process Events		72	72	7		Process = explorer.exe	0	0	Process = explorer.exe			0,0073422781169646227	0,0073422781169646227	NODE_DISTRIBUTION	1205		1	
Analysis Services Project2		Process Events		71	71	7		Process = msiexec.exe	0	0	Process = msiexec.exe			0,0071960418723113857	0,0071960418723113857	NODE_DISTRIBUTION	1181		1	
Analysis Services Project2		Process Events		259	259	7		Process = explorer.exe, User Domain Name = ACH	0	0	Process = explorer.exe, User Domain Name = ACH			0,0070680851582398032	0,0070680851582398032	NODE_DISTRIBUTION	1160		0,16858756693564891	
Analysis Services Project2		Process Events		312	312	7		Process = svchost.exe, Duration = 17332 - 30083	0	0	Process = svchost.exe, Duration = 17332 - 30083			0,0068243580838177409	0,0068243580838177409	NODE_DISTRIBUTION	1120		0,17716845827827712	
Analysis Services Project2		Process Events		316	316	7		Process = svchost.exe, Duration = 17332 - 30083, Parent = Unknown Process	0	0	Process = svchost.exe, Duration = 17332 - 30083, Parent = Unknown Process			0,0068243580838177409	0,0068243580838177409	NODE_DISTRIBUTION	1120		0,018287286593824142	
Analysis Services Project2		Process Events		284	284	7		Duration >= 37171, Parent = Unknown Process	0	0	Duration >= 37171, Parent = Unknown Process			0,0068121717300966382	0,0068121717300966382	NODE_DISTRIBUTION	1118		0,977798632647512	
Analysis Services Project2		Process Events		70	70	7		Process = service.exe	0	0	Process = service.exe			0,0067634263152122256	0,0067634263152122256	NODE_DISTRIBUTION	1110		1	
Analysis Services Project2		Process Events		254	254	7		Process = service.exe, Parent = Unknown Process	0	0	Process = service.exe, Parent = Unknown Process			0,0067634263152122256	0,0067634263152122256	NODE_DISTRIBUTION	1110		0,64116062832839782	
Analysis Services Project2		Process Events		304	304	7		Process = Unknown Process, User Domain Name = ACH	0	0	Process = Unknown Process, User Domain Name = ACH			0,0064892333564874052	0,0064892333564874052	NODE_DISTRIBUTION	1065		0,60985131103711188	
Analysis Services Project2		Process Events		311	311	7		Process = Unknown Process, User Domain Name = ACH, Parent = Unknown Process	0	0	Process = Unknown Process, User Domain Name = ACH, Parent = Unknown Process			0,0064892333564874052	0,0064892333564874052	NODE_DISTRIBUTION	1065		0,015634633827918017	
Analysis Services Project2		Process Events		251	251	7		User Name = Atamanjuk_IM, User Domain Name = ACH	0	0	User Name = Atamanjuk_IM, User Domain Name = ACH			0,0060322450919460388	0,0060322450919460388	NODE_DISTRIBUTION	990		0,16229176568079065	
Analysis Services Project2		Process Events		69	69	7		User Name = Atamanjuk_IM	0	0	User Name = Atamanjuk_IM			0,0060322450919460388	0,0060322450919460388	NODE_DISTRIBUTION	990		1	
Analysis Services Project2		Process Events		68	68	7		Process = spoolsv.exe	0	0	Process = spoolsv.exe			0,00587991567043225	0,00587991567043225	NODE_DISTRIBUTION	965		1	
Analysis Services Project2		Process Events		248	248	7		Process = spoolsv.exe, Parent = Unknown Process	0	0	Process = spoolsv.exe, Parent = Unknown Process			0,00587991567043225	0,00587991567043225	NODE_DISTRIBUTION	965		0,64116062832839782	
Analysis Services Project2		Process Events		67	67	7		Process = DevService.exe	0	0	Process = DevService.exe			0,0058494497861294919	0,0058494497861294919	NODE_DISTRIBUTION	960		1	
Analysis Services Project2		Process Events		245	245	7		Process = DevService.exe, Parent = Unknown Process	0	0	Process = DevService.exe, Parent = Unknown Process			0,0058494497861294919	0,0058494497861294919	NODE_DISTRIBUTION	960		0,64116062832839793	
Analysis Services Project2		Process Events		256	256	7		Process = msiexec.exe, Parent = Unknown Process	0	0	Process = msiexec.exe, Parent = Unknown Process			0,0057946111943845283	0,0057946111943845283	NODE_DISTRIBUTION	951		0,79622576451717964	
Analysis Services Project2		Process Events		292	292	7		Process = rundll32.exe, Parent = Unknown Process	0	0	Process = rundll32.exe, Parent = Unknown Process			0,0057580521332212193	0,0057580521332212193	NODE_DISTRIBUTION	945		1,5245374940253018	
Analysis Services Project2		Process Events		257	257	7		Process = explorer.exe, Parent = userinit.exe	0	0	Process = explorer.exe, Parent = userinit.exe			0,0055691636505441205	0,0055691636505441205	NODE_DISTRIBUTION	914		0,013318924636681996	
Analysis Services Project2		Process Events		261	261	7		Process = explorer.exe, Parent = userinit.exe, User Domain Name = ACH	0	0	Process = explorer.exe, Parent = userinit.exe, User Domain Name = ACH			0,0054716728207752962	0,0054716728207752962	NODE_DISTRIBUTION	898		0,0012128223047500673	
Analysis Services Project2		Process Events		239	239	7		User Name = Marchuk_SV, User Domain Name = ACH	0	0	User Name = Marchuk_SV, User Domain Name = ACH			0,0054351137596119863	0,0054351137596119863	NODE_DISTRIBUTION	892		0,16229176568079068	
Analysis Services Project2		Process Events		243	243	7		User Name = Marchuk_SV, User Domain Name = ACH, Parent = Unknown Process	0	0	User Name = Marchuk_SV, User Domain Name = ACH, Parent = Unknown Process			0,0054351137596119863	0,0054351137596119863	NODE_DISTRIBUTION	892		0,0034847809531491432	
Analysis Services Project2		Process Events		66	66	7		User Name = Marchuk_SV	0	0	User Name = Marchuk_SV			0,0054351137596119863	0,0054351137596119863	NODE_DISTRIBUTION	892		1	
Analysis Services Project2		Process Events		242	242	7		User Name = Marchuk_SV, Process = Unknown Process, Parent = Unknown Process	0	0	User Name = Marchuk_SV, Process = Unknown Process, Parent = Unknown Process			0,0054351137596119863	0,0054351137596119863	NODE_DISTRIBUTION	892		0,0034847809531491432	
Analysis Services Project2		Process Events		240	240	7		User Name = Marchuk_SV, Parent = Unknown Process	0	0	User Name = Marchuk_SV, Parent = Unknown Process			0,0054351137596119863	0,0054351137596119863	NODE_DISTRIBUTION	892		0,64116062832839793	
Analysis Services Project2		Process Events		238	238	7		User Name = Marchuk_SV, Process = Unknown Process	0	0	User Name = Marchuk_SV, Process = Unknown Process			0,0054351137596119863	0,0054351137596119863	NODE_DISTRIBUTION	892		0,024384893795927322	
Analysis Services Project2		Process Events		241	241	7		User Name = Marchuk_SV, Process = Unknown Process, User Domain Name = ACH	0	0	User Name = Marchuk_SV, Process = Unknown Process, User Domain Name = ACH			0,0054351137596119863	0,0054351137596119863	NODE_DISTRIBUTION	892		0,00088207420872338986	
Analysis Services Project2		Process Events		65	65	7		Process = CcmExec.exe	0	0	Process = CcmExec.exe			0,0053376229298431619	0,0053376229298431619	NODE_DISTRIBUTION	876		1	
Analysis Services Project2		Process Events		236	236	7		Process = CcmExec.exe, Parent = Unknown Process	0	0	Process = CcmExec.exe, Parent = Unknown Process			0,0053376229298431619	0,0053376229298431619	NODE_DISTRIBUTION	876		0,64116062832839793	
Analysis Services Project2		Process Events		252	252	7		User Name = Atamanjuk_IM, Parent = Explorer.EXE, User Domain Name = ACH	0	0	User Name = Atamanjuk_IM, Parent = Explorer.EXE, User Domain Name = ACH			0,0053254365761220583	0,0053254365761220583	NODE_DISTRIBUTION	874		0,00097898370699120614	
Analysis Services Project2		Process Events		250	250	7		User Name = Atamanjuk_IM, Parent = Explorer.EXE	0	0	User Name = Atamanjuk_IM, Parent = Explorer.EXE			0,0053254365761220583	0,0053254365761220583	NODE_DISTRIBUTION	874		0,11961652138274234	
Analysis Services Project2		Process Events		233	233	7		User Name = shleinikov, User Domain Name = ACH	0	0	User Name = shleinikov, User Domain Name = ACH			0,0052401321000743366	0,0052401321000743366	NODE_DISTRIBUTION	860		0,16229176568079065	
Analysis Services Project2		Process Events		64	64	7		User Name = shleinikov	0	0	User Name = shleinikov			0,0052401321000743366	0,0052401321000743366	NODE_DISTRIBUTION	860		1	
Analysis Services Project2		Process Events		63	63	7		Process = mobsync.exe	0	0	Process = mobsync.exe			0,005081709501699996	0,005081709501699996	NODE_DISTRIBUTION	834		1	
Analysis Services Project2		Process Events		223	223	7		User Name = Agapova, User Domain Name = ACH	0	0	User Name = Agapova, User Domain Name = ACH			0,00505733679425779	0,00505733679425779	NODE_DISTRIBUTION	830		0,16229176568079068	
Analysis Services Project2		Process Events		62	62	7		Process = cmd.exe	0	0	Process = cmd.exe			0,00505733679425779	0,00505733679425779	NODE_DISTRIBUTION	830		1	
Analysis Services Project2		Process Events		61	61	7		User Name = Agapova	0	0	User Name = Agapova			0,00505733679425779	0,00505733679425779	NODE_DISTRIBUTION	830		1	
Analysis Services Project2		Process Events		60	60	7		Process = EXCEL.EXE	0	0	Process = EXCEL.EXE			0,0050268709099550325	0,0050268709099550325	NODE_DISTRIBUTION	825		1	
Analysis Services Project2		Process Events		215	215	7		User Name = Rumiancev_UA, User Domain Name = ACH	0	0	User Name = Rumiancev_UA, User Domain Name = ACH			0,0049171937264651045	0,0049171937264651045	NODE_DISTRIBUTION	807		0,16229176568079065	
Analysis Services Project2		Process Events		59	59	7		User Name = Rumiancev_UA	0	0	User Name = Rumiancev_UA			0,0049171937264651045	0,0049171937264651045	NODE_DISTRIBUTION	807		1	
Analysis Services Project2		Process Events		226	226	7		Process = cmd.exe, User Domain Name = ACH	0	0	Process = cmd.exe, User Domain Name = ACH			0,00489891419588345	0,00489891419588345	NODE_DISTRIBUTION	804		0,16754000685952272	
Analysis Services Project2		Process Events		291	291	7		Process = rundll32.exe, Parent = svchost.exe	0	0	Process = rundll32.exe, Parent = svchost.exe			0,00486235513472014	0,00486235513472014	NODE_DISTRIBUTION	798		0,54238750552394588	
Analysis Services Project2		Process Events		265	265	7		User Name = Semjonov_VA, Parent = Explorer.EXE, User Domain Name = ACH	0	0	User Name = Semjonov_VA, Parent = Explorer.EXE, User Domain Name = ACH			0,004789237012393522	0,004789237012393522	NODE_DISTRIBUTION	786		0,0013171780784972591	
Analysis Services Project2		Process Events		263	263	7		User Name = Semjonov_VA, Parent = Explorer.EXE	0	0	User Name = Semjonov_VA, Parent = Explorer.EXE			0,004789237012393522	0,004789237012393522	NODE_DISTRIBUTION	786		0,1789571625480047	
Analysis Services Project2		Process Events		58	58	7		Process = kavmm.exe	0	0	Process = kavmm.exe			0,0047587711280907639	0,0047587711280907639	NODE_DISTRIBUTION	781		1	
Analysis Services Project2		Process Events		338	338	7		Duration = 2827 - 17332, Process = HPBPRO.EXE	0	0	Duration = 2827 - 17332, Process = HPBPRO.EXE			0,0047587711280907639	0,0047587711280907639	NODE_DISTRIBUTION	781		3,5574791998368371	
Analysis Services Project2		Process Events		342	342	7		Duration = 2827 - 17332, Process = HPBPRO.EXE, Parent = Unknown Process	0	0	Duration = 2827 - 17332, Process = HPBPRO.EXE, Parent = Unknown Process			0,0047587711280907639	0,0047587711280907639	NODE_DISTRIBUTION	781		0,030444952878801865	
Analysis Services Project2		Process Events		214	214	7		Process = kavmm.exe, Parent = Unknown Process	0	0	Process = kavmm.exe, Parent = Unknown Process			0,0047587711280907639	0,0047587711280907639	NODE_DISTRIBUTION	781		0,64116062832839782	
Analysis Services Project2		Process Events		324	324	7		Process = WINWORD.EXE, Parent = Unknown Process	0	0	Process = WINWORD.EXE, Parent = Unknown Process			0,0047465847743696611	0,0047465847743696611	NODE_DISTRIBUTION	779		4,6741350555545207	
Analysis Services Project2		Process Events		218	218	7		Process = EXCEL.EXE, User Domain Name = ACH	0	0	Process = EXCEL.EXE, User Domain Name = ACH			0,0047100257132063512	0,0047100257132063512	NODE_DISTRIBUTION	773		0,17320919364379339	
Analysis Services Project2		Process Events		268	268	7		User Name = Vdovin_UN, Parent = Explorer.EXE	0	0	User Name = Vdovin_UN, Parent = Explorer.EXE			0,0045576962916925624	0,0045576962916925624	NODE_DISTRIBUTION	748		0,18903681243305245	
Analysis Services Project2		Process Events		273	273	7		User Name = Vdovin_UN, Parent = Explorer.EXE, User Domain Name = ACH	0	0	User Name = Vdovin_UN, Parent = Explorer.EXE, User Domain Name = ACH			0,0045576962916925624	0,0045576962916925624	NODE_DISTRIBUTION	748		0,0013241001855163891	
Analysis Services Project2		Process Events		225	225	7		Process = cmd.exe, Parent = userinit.exe	0	0	Process = cmd.exe, Parent = userinit.exe			0,0045272304073898052	0,0045272304073898052	NODE_DISTRIBUTION	743		0,011285416426486429	
Analysis Services Project2		Process Events		57	57	7		Process = KWSProd.exe	0	0	Process = KWSProd.exe			0,00450895087680815	0,00450895087680815	NODE_DISTRIBUTION	740		1	
Analysis Services Project2		Process Events		227	227	7		Process = cmd.exe, Parent = userinit.exe, User Domain Name = ACH	0	0	Process = cmd.exe, Parent = userinit.exe, User Domain Name = ACH			0,0044967645230870471	0,0044967645230870471	NODE_DISTRIBUTION	738		0,00082632485048918312	
Analysis Services Project2		Process Events		56	56	7		Process = ctfmon.exe	0	0	Process = ctfmon.exe			0,004466298638784289	0,004466298638784289	NODE_DISTRIBUTION	733		1	
Analysis Services Project2		Process Events		55	55	7		User Name = vv	0	0	User Name = vv			0,0044541122850631863	0,0044541122850631863	NODE_DISTRIBUTION	731		1	
Analysis Services Project2		Process Events		206	206	7		User Name = vv, User Domain Name = ACH	0	0	User Name = vv, User Domain Name = ACH			0,0044541122850631863	0,0044541122850631863	NODE_DISTRIBUTION	731		0,16229176568079065	
Analysis Services Project2		Process Events		212	212	7		Process = KWSProd.exe, User Domain Name = ACH	0	0	Process = KWSProd.exe, User Domain Name = ACH			0,0044480191082026345	0,0044480191082026345	NODE_DISTRIBUTION	730		0,16451494055313026	
